,mprec_2011,mprec_2012,mprec_2013,mprec_2014,mprec_2015,mprec_2016,mprec_2017,mprec_2020,mprec_2021,mtemp_2011,mtemp_2012,mtemp_2013,mtemp_2014,mtemp_2015,mtemp_2016,mtemp_2017,mtemp_2020,mtemp_2021
Uukuuvu,73.83753204345703,35.675987243652344,13.672515869140625,23.7841796875,26.835899353027344,33.310203552246094,28.961383819580078,26.925825119018555,31.158876419067383,21.474411010742188,22.920419692993164,23.812252044677734,23.03618621826172,23.897777557373047,23.970417022705078,23.288854598999023,23.4166316986084,23.712398529052734
