,mprec_2011,mprec_2012,mprec_2013,mprec_2014,mprec_2015,mprec_2016,mprec_2017,mprec_2020,mprec_2021,mtemp_2011,mtemp_2012,mtemp_2013,mtemp_2014,mtemp_2015,mtemp_2016,mtemp_2017,mtemp_2020,mtemp_2021
Oupembe,73.87100219726562,37.05290222167969,13.075276374816895,23.919898986816406,27.48189353942871,33.0566291809082,30.077245712280273,26.433557510375977,28.268817901611328,21.673568725585938,23.099897384643555,23.998428344726562,23.31707191467285,23.897777557373047,24.206249237060547,23.555164337158203,23.677871704101562,24.016632080078125
