,mprec_2011,mprec_2012,mprec_2013,mprec_2014,mprec_2015,mprec_2016,mprec_2017,mprec_2020,mprec_2021,mtemp_2011,mtemp_2012,mtemp_2013,mtemp_2014,mtemp_2015,mtemp_2016,mtemp_2017,mtemp_2020,mtemp_2021
Sesfontein,68.19781494140625,19.279407501220703,9.566408157348633,15.9994478225708,15.404290199279785,30.623857498168945,17.764558792114258,16.02187728881836,18.033300399780273,20.429319381713867,20.84918785095215,21.46904754638672,21.278528213500977,23.07722282409668,23.738750457763672,22.173694610595703,22.3880558013916,22.315670013427734
