,mprec_2011,mprec_2012,mprec_2013,mprec_2014,mprec_2015,mprec_2016,mprec_2017,mprec_2020,mprec_2021,mtemp_2011,mtemp_2012,mtemp_2013,mtemp_2014,mtemp_2015,mtemp_2016,mtemp_2017,mtemp_2020,mtemp_2021
Ovivero,72.64080047607422,45.8875617980957,24.51327133178711,27.373258590698242,26.025474548339844,32.19774627685547,32.164833068847656,24.361886978149414,26.636579513549805,21.24577522277832,22.504528045654297,23.562088012695312,22.9741268157959,23.353055953979492,23.974445343017578,22.917388916015625,24.08662223815918,23.36825180053711
