,mprec_2011,mprec_2012,mprec_2013,mprec_2014,mprec_2015,mprec_2016,mprec_2017,mprec_2020,mprec_2021,mtemp_2011,mtemp_2012,mtemp_2013,mtemp_2014,mtemp_2015,mtemp_2016,mtemp_2017,mtemp_2020,mtemp_2021
Ovinjange,72.1664047241211,43.95772933959961,24.415348052978516,28.074003219604492,25.35226821899414,31.377538681030273,28.61686134338379,25.562938690185547,24.80358123779297,21.454410552978516,22.654958724975586,23.71750259399414,23.185888290405273,23.161388397216797,23.795278549194336,23.129682540893555,24.37395668029785,23.43263053894043
