,mprec_2011,mprec_2012,mprec_2013,mprec_2014,mprec_2015,mprec_2016,mprec_2017,mprec_2020,mprec_2021,mtemp_2011,mtemp_2012,mtemp_2013,mtemp_2014,mtemp_2015,mtemp_2016,mtemp_2017,mtemp_2020,mtemp_2021
Ozombambi,71.6898422241211,33.75461196899414,18.704734802246094,24.893274307250977,20.765356063842773,31.68940544128418,20.696842193603516,21.72968101501465,19.833293914794922,21.15065574645996,22.149581909179688,23.009597778320312,22.56149673461914,23.07722282409668,23.795278549194336,22.604190826416016,24.338144302368164,23.02576446533203
