,mprec_2011,mprec_2012,mprec_2013,mprec_2014,mprec_2015,mprec_2016,mprec_2017,mprec_2020,mprec_2021,mtemp_2011,mtemp_2012,mtemp_2013,mtemp_2014,mtemp_2015,mtemp_2016,mtemp_2017,mtemp_2020,mtemp_2021
Oukongo,74.21932983398438,39.87490463256836,16.073545455932617,25.18185806274414,27.83545684814453,32.150856018066406,30.693828582763672,26.450782775878906,28.536209106445312,21.626651763916016,23.026565551757812,23.979888916015625,23.282629013061523,23.711389541625977,24.137083053588867,23.463930130004883,23.720678329467773,23.947917938232422
