,mprec_2011,mprec_2012,mprec_2013,mprec_2014,mprec_2015,mprec_2016,mprec_2017,mprec_2020,mprec_2021,mtemp_2011,mtemp_2012,mtemp_2013,mtemp_2014,mtemp_2015,mtemp_2016,mtemp_2017,mtemp_2020,mtemp_2021
Outapi,73.90943145751953,37.58951950073242,13.766984939575195,24.23565673828125,27.58234977722168,32.91609191894531,30.191043853759766,26.510501861572266,28.3177547454834,21.6629581451416,23.083206176757812,23.997547149658203,23.30823516845703,23.897777557373047,24.206249237060547,23.525819778442383,23.68292999267578,24.000614166259766
